name,company,city,transaction_total
John Gibson,Wallace-Rocha,Lake Elizabethchester,$556.77
Melissa Mercado,Thomas Ltd,Lake Sherrystad,$193.70
Kelsey Mcdonald,Larson; Gibbs and Newman,Michaelmouth,$832.26
Sara Mckinney,Figueroa-Dickerson,South Juliebury,$1157.87
Michael Salas,Smith PLC,New Veronicafurt,$1272.65
Michelle Jensen,Cooper; Noble and Burns,New Spencer,$514.60
Brianna Valenzuela,Flores and Sons,Dawnmouth,$1743.93
Albert Webb,Freeman; Thomas and Nelson,North Ianhaven,$127.84
Matthew Moore,Mitchell; Reed and Hamilton,Davidhaven,$1462.31
Julie Valencia,Robinson PLC,Gomezport,$1066.21
Derrick Byrd,Allen; Wilson and Fields,Fisherbury,$762.90
Donald Young,Reid-Robinson,Palmerburgh,$1331.05
Michael Simpson,Williams LLC,West Wendyport,$1036.85
Paula Martinez,Johnson-Brown,Port Ronald,$1787.27
Daniel Moyer,Walsh Inc,North Johnborough,$2026.47
Christopher Green,Thompson Group,West Aaronberg,$8079685.01
Joseph Anderson,Hernandez Ltd,New Hailey,$390.27
Stephen Hall,Hardin-Thomas,West Caleb,$55584.90
Melissa Johnson,Valenzuela Inc,West Holly,$1526.62
Dana Patton,Bean Group,New Jonathan,$925.74
Shawn Hernandez,Morgan; Rogers and Hansen,Riddleborough,$1426.11
Mr. Billy Mckinney,Williams PLC,Oscarshire,$632.88
Christine Brooks,Johnson-Freeman,East Victor,$876.06
John Avila,Jones; Oconnell and Moore,New Theresa,$450.43
Matthew Brown,Miller-Porter,New Harold,$1413.69
Michelle Rios,Robertson LLC,Taylorhaven,$220.98
Emma Tucker,Hurley-Smith,Lake Randy,$721.73
Christopher Brown,Spence; Lawson and Larson,South Laurenburgh,$361.79
Charlotte Davis,Carter Group,New Chelsea,$522.32
Shane Becker,Leach; Kirk and Wilson,East Jasonborough,$1058.37
Rebecca Braun,Morris; Walters and Cross,New Michaelstad,$730.73
Alicia Bender,Smith; Pena and Smith,Erinborough,$2879.70
Candace Jackson,Riley and Sons,Ginaton,$138.41
Mark Cruz,Sims PLC,Port Anne,$244.25
Caitlin Hill,Gonzalez Group,Flowersville,$1742.58
Olivia Nicholson,Leblanc; Jackson and Marshall,Port Sarahtown,$1412139.65
Benjamin Jordan,Rocha-Johnson,Monicabury,$1002.99
Troy Lawson,Rivers Group,Hillbury,$1082.88
Brian Turner,Pierce Inc,Jenniferborough,$990.70
Glenn Johnson,Davidson-Bush,West Danaland,$665.15
Renee Little,Peck; Jackson and Werner,Hicksmouth,$67.81
Linda Riley,Ellis LLC,Amyton,$330.53
Charles Walton,Clayton PLC,Port Randyland,$1312.56
Kelly Myers,Martin PLC,East Mariamouth,$999.69
Anthony Luna,Hernandez Ltd,Kathrynfort,$8021.40
Erika Moore,Clark-Flores,New Robertfurt,$27.09
Jennifer Burnett,Hayden; Castillo and Dodson,Josephfurt,$849.48
Nancy King,James-Carson,North Lisa,$2207473.06
Norman Mitchell,Griffin-Montgomery,Garciaside,$905.15
Michael Taylor,Singleton; Graves and Francis,Davefurt,$1209.69
Joshua Hayes,Knox; Clay and Pugh,North Stephaniefort,$568.17
Andrew Brown,Scott-Yoder,Cynthialand,$688.86
Beverly Collins,Keller-Frey,East Michaelstad,$5.54
Kim Franklin,Jones; Garcia and Acosta,North Carlosland,$96.42
William Fowler,Bartlett and Sons,Port Christyhaven,$207.67
Teresa Johnson,Harrison-Byrd,West Katherineville,$9036.93
Sandra Scott,Stewart-Frazier,New James,$625.19
Mary Nelson,Baker Group,Lake Moniqueborough,$1146.75
Peter Strong,Hooper-Brown,Millerberg,$720.36
Timothy Tate,Green-Johnson,Donovanport,$76.65
Cynthia Greer,Robinson Inc,Port Derekhaven,$1191.64
Larry Thomas,Stuart-Smith,Justinchester,$138.25
Jill Briggs,Carney and Sons,Codymouth,$1497.58
Mark Burns,Pineda-Kelly,East Lindsey,$199.42
Jessica Richardson,Reyes; Potter and Porter,Hernandezville,$1082.28
Steven Fry,Jackson-Wilson,Port Robert,$1031.40
Elizabeth Hall,Hanna; Pace and Daniel,East Jenna,$1810.00
Ms. Kristen Gregory DDS,Hines; Russell and Arellano,Johnsonton,$1262.89
Julie Mathis,Burch and Sons,Guzmanmouth,$199.85
Madison Price,Bruce; Rogers and Newman,Lake Rachel,$1489.57
Haley Colon,Clark Group,Christinaport,$93156.68
Ms. Christine Cameron,Johnson; Kline and Burke,Blakeland,$1207.59
Janet Flores,Oliver-Rojas,South Emily,$82682.62
Timothy Smith,Murphy; Andrade and Jones,Holmeshaven,$1689.54
Jeffrey Robbins,Peterson PLC,Wilsonside,$5975.53
Michael Long,Welch; Wood and Hernandez,East Tracimouth,$63390.13
Norman Jones,Stone and Sons,Bethshire,$430.50
Theresa Schultz,Sutton; Taylor and Ramos,Margaretmouth,$969.88
Olivia Blair,Parker LLC,South Joshuamouth,$100.58
Jessica Juarez,Price-Mcconnell,New Ashleymouth,$305.23
Jeffery Medina,Stout Group,Joshuashire,$910.97
Christopher Jennings,David-Bennett,Lake Sandyville,$127.02
Alicia Taylor,Vang Group,Charleshaven,$1669.71
Robert Moss,Hebert-Golden,Port Lisa,$91.35
Benjamin Sexton,Cruz-Mack,Port Holly,$191.88
Eric Duncan,Hall; Hopkins and Barr,Jasonfort,$202.01
James Waller,Jones LLC,Amandaton,$317.52
Jacob Davis,Griffin Ltd,Adambury,$1911.81
Dana Bowen,Garrett-Patrick,North Marie,$891.31
Jennifer Andrade,Hoffman Inc,Christopherstad,$1409.26
Alexandria Scott,Walker; Barrett and Flores,New Vanessa,$2277.85
Kevin Greene,Hines and Sons,East Sharon,$4736.80
Stephanie Ferguson,Schroeder; Moore and Ramirez,Sandyshire,$596.38
Sylvia Brown,Jordan; Hart and Suarez,West Susan,$614.48
Eric Armstrong,Hanson LLC,North Sheila,$1706.76
Nicholas Jacobs,Gibson and Sons,Port Kathyburgh,$25444.87
Tiffany Simpson,Bennett-Brown,West Mario,$709.60
Kristine Smith,Boone Group,West Amberbury,$846.15
Samantha Sloan,Brown Inc,Kristineside,$1428.82
Michelle Mendez,Middleton; Shea and Lopez,Port Tammyborough,$346.00
Traci Miller,Snyder Group,New Marilynside,$775.54
Christopher Williams,Walker Inc,Alexandraville,$1332.13
Sarah Smith,Oliver Ltd,Rileyburgh,$449.14
Molly Gray,Taylor; Compton and Small,Deborahside,$1552.51
Jonathan Henderson,Durham-Choi,Powellfort,$502.46
Martha Anderson,Cowan Ltd,Ericksonport,$1957.65
Mr. Jason Parker Jr.,Mclaughlin; Ortiz and Davis,South Brenda,$922.88
Wayne Walker,Lopez Ltd,East Debbiebury,$2.88
Dennis Shelton,Thompson; Turner and Chan,West Ashleychester,$539.06
Kristen Cole,Ross LLC,Neilburgh,$967.92
Gregory Washington,Wright; Johnson and Diaz,North Alexa,$196.27
Danielle Meadows,Farmer Group,New Jonathanburgh,$2458.18
Mason Torres,Greene-Wood,Mooreburgh,$989.42
Frank Munoz,Oconnor-Combs,North Davidland,$69485.34
Willie Tucker,Graham Inc,Wilsonbury,$779.29
Lisa Scott,Jackson Inc,Sherryton,$9350.12
Juan Jarvis,Miller; Nelson and Carter,Lake Robert,$817.96
Theresa Cunningham,Dunn Ltd,Port Xavierburgh,$1469.68
Stephanie Clark,Rose PLC,North Jameshaven,$601.44
Roger Jones,Austin; Baird and Trevino,Olivershire,$1802.95
Larry Martinez,Johnston; Pitts and Salazar,Janetberg,$658.86
Jesse Hernandez,Harris Ltd,North Jennifer,$2590.47
Jillian Bautista,Smith; Edwards and Robinson,Lyonshaven,$1182.60
Melinda Rich,Boyd LLC,Delacruzville,$63.06
Nicholas Lopez,Leonard-Smith,Adamstad,$231.55
Judy Sanders,Miranda-Navarro,Whitefurt,$549.42
Daniel Ortega,Fisher and Sons,Lopezborough,$525.75
Stacey Martin,Henderson; Montoya and Russell,Staceyburgh,$674.22
Jennifer White,May Group,Scottside,$676.58
Dr. Karen Rodriguez,Sullivan; Cruz and Ross,Lake Williamberg,$1950.17
Veronica Nichols,Swanson-Cox,New Tracyland,$8.06
Brittany Jimenez,Larson-Cohen,Brownland,$4986.77
Kirk Middleton,Harris and Sons,Lake Sharonland,$1075.25
Karen Bautista,Walker; Stout and Davidson,South Deborah,$64.57
Anne Frazier,Doyle; Harding and Garcia,Spencerchester,$126.47
Taylor Walker,Jordan PLC,New Mollyberg,$4175.31
Gabriel Allison,Hayes Ltd,Annehaven,$1508.76
Kendra Brown,Thompson-Medina,Ericbury,$707.65
James Hernandez,Meadows PLC,West Jeffrey,$1417.95
Tiffany Berry,Jordan Inc,Craigville,$2944.57
David Parker,Brandt; Todd and Mason,North Laurie,$796.16
Christina Alexander,Kelly; Green and Martin,Maryshire,$412.52
Melissa Thornton,Castillo-Martin,New Michaelfort,$95610.43
Brian Price,Palmer; Graves and Adams,Wilsonville,$903.06
Steven Sandoval,Decker-Kennedy,Meganburgh,$413.38
Scott Webster,Carter-Martin,East Jonathan,$1014.54
William Schwartz,Ayala Ltd,Port Rachelburgh,$118.63
Rhonda Wagner,Perez-Johnson,East Karastad,$921.70
Alexander Potts,Lawson PLC,New Shawn,$54267.81
Joseph Mayer,Nichols-Lopez,Carterberg,$258.51
Samantha Wells,Newton-Ponce,Burtonchester,$1603.05
Evelyn Rogers,Pearson-Martin,South Douglasport,$7546.54
Ashley Roth,Brooks; Mendoza and Hansen,Port Daniellestad,$146.72
Robert Bradford,Edwards-Nixon,Lake Cheyenne,$838.43
Ann Cox,Saunders; Salinas and Estrada,Ronaldburgh,$414.23
Dalton May,Little LLC,East Erica,$698.27
Jimmy Durham,Walker; Jackson and Miller,Lake Kimberlychester,$262.70
Desiree Wallace,Cox-White,Stevenmouth,$98.06
John James,Byrd Group,East Sandra,$2341.22
Scott Jones,Barnett-Johnson,North Mariemouth,$434.53
David Page,Gutierrez-Bailey,East Lisa,$438.00
Ann Smith,Christensen; Wilson and Estrada,Robleston,$302.87
John Lopez,Edwards; Hogan and Huff,West Kellyside,$575.79
Kristen Miller,Rivas PLC,Port David,$706.24
Kelly Carlson,Frye LLC,Nicholasbury,$800.61
Thomas Carroll,Murphy-Potts,Hallland,$33444.55
Erik Wallace,Becker; Smith and Williams,Timothyfort,$606.64
Gregory Simpson,Gonzalez; Beltran and Hoffman,Danielleside,$200.29
Jerry Camacho,Brooks Ltd,Hebertton,$438.55
Eric Herring,Nash-Smith,East James,$442.53
Joseph Gonzalez,Huffman LLC,East Antonio,$1874.60
Mr. Ronald Franklin,Benson and Sons,Kristinshire,$824.94
Mary Yang,Richardson; Rivera and Powers,Walkerland,$541.19
Emily Hicks,Russell LLC,South Douglastown,$536.63
Alexis Mitchell,Bowen; Patel and Fuller,West Nicole,$188.90
Jennifer Massey,Brooks; Moore and Davis,Amandafort,$116.98
Veronica Parker,Blanchard-Zimmerman,Nicolefurt,$914.66
Kathryn Schneider,Walker-Kelly,Lopezville,$1454.16
Darlene Day,Pena Ltd,East Wendyshire,$52271.00
Eddie Arias,Thompson; Adams and Salazar,South Kathleen,$186.33
Ana Evans,Anderson LLC,Graystad,$289.64
Ann Whitney,Parker; Smith and Martin,Jerrystad,$322.42
Michael Wood,Jackson-Benson,East Yvonne,$1491.56
James Page,Cummings; Johnson and Cox,Port Megan,$553.31
Barbara Douglas MD,Smith PLC,Rossstad,$149.74
Alicia Lee,Reyes Inc,Markstad,$8560.70
Benjamin Munoz,Golden-Love,New Holly,$582.79
Stephanie Chapman,Humphrey Ltd,North Michaelfurt,$297.74
Shannon Barnes,Allen-Gardner,Santiagofort,$643.68
Douglas Villarreal,Turner; Pearson and Sparks,North Jessica,$302.71
Heather Campbell,Perez-Arnold,East Darryl,$251.57
Vincent Thornton,Lee-Cook,West Michaelville,$947.08
Jose Fischer PhD,Swanson-Brown,Andreberg,$53.23
Aaron Lowe,Robertson and Sons,New Karen,$331.58
Ricardo Hicks,Stewart; Harvey and Lam,Lake Joshua,$65763.62
Brittany Lopez,Thomas-Martinez,West Dianeborough,$499.45
Nicholas Owen,Wallace PLC,Meghanbury,$80567.04
Joshua Cooper,Edwards-Combs,Lake Ellen,$4712448.75
Andrea Steele,Gonzalez Ltd,Gonzaleztown,$2901.95
Bobby Ramsey,Stanton-Jackson,Lake Ashleystad,$6.15
Sharon Cruz,Buchanan and Sons,Hebertville,$514.79
Angela Huffman,Gray-Barker,East Diane,$1363.16
Tammy Foster,Nelson and Sons,Port George,$553.86
Alan Soto,Oconnor-Harper,Bradleyshire,$5484.96
Joanna Lopez,Davis Group,South Stephanie,$637.42
Joe Barnes,Bolton-Smith,Christinafort,$873.82
Jordan Mejia,Baker-Smith,Robertbury,$600.95
David White,Rivera Inc,West Catherine,$697.89
Jennifer Hill,Scott; Cohen and Mccarty,Jasonstad,$583.82
Rebecca Kennedy,Roberts Group,South Sydney,$1384.28
Cheryl Wong,Roberson-Glover,Holmeschester,$941.63
Bryan Gray,Lambert; Cochran and Arias,North Davidport,$27406.53
George Kelly,Cruz; Hurst and Baker,Lake Leon,$778.28
James Gray IV,Thompson-Henry,Vanessaside,$586.12
Kenneth Marshall,Hale-Rice,North Melaniebury,$140.01
Frank Browning,Conley Group,Jacksonfurt,$6572.72
Jennifer Moreno,Fernandez; Carney and Mitchell,South Rhondafort,$1274.99
Lucas Bentley,Pena Group,North Cassiemouth,$1171.30
Amy Bailey,Morgan; Rodriguez and Morton,Frankborough,$66.28
Melinda Caldwell,Haley; Lewis and Frank,West Jennifer,$464.20
Natasha Williamson,Wright; Mayo and Hernandez,Jamesborough,$302.25
Justin Vazquez,Smith-Berry,North Howardville,$663.58
Carol Jackson,Miller; Diaz and Davidson,Ruizstad,$492.39
Mr. James Bradford,West-Mason,New Laura,$627.93
Jessica Nunez,Cox; Contreras and Bell,North Ronald,$880.47
Brian Rivera Jr.,Banks-Frey,Port Christine,$501.62
Nathan Yates,Marsh LLC,Heidimouth,$2390.83
Tanya Dunlap,Webb and Sons,Mitchellview,$1462.08
Sara Smith,Paul-Matthews,Fisherbury,$498.48
Mitchell Bell,Quinn; Tate and Burke,West Dawn,$1473.74
John Anderson,Stewart and Sons,Brittanyside,$426.73
Shirley Martin,Wright and Sons,Cordovashire,$1268.07
Jerry Cisneros,Cook; Rich and Dalton,South Andrew,$847.71
Felicia Jensen,Salinas Group,North Kathleenville,$1246.03
Joshua Rose,Terry PLC,Christinefort,$1093.10
Joann Bell,James Ltd,Lake Michael,$1345.29
Teresa Hernandez,Castro LLC,Port Thomasfort,$151.75
William Baldwin,Williams-Allen,Lake Jenniferville,$348.32
Billy Chen,Kirk; Johnson and Franklin,East Courtney,$2541.51
Jeffrey Hinton,Duncan-Bender,South Kylestad,$875.44
Dylan Jones DVM,Allen-Ibarra,Brownfurt,$401.54
Elizabeth Garza,Sutton; Smith and Clayton,Stronghaven,$258.66
Courtney Lopez DVM,Davis-Gross,Jenkinsbury,$1954.03
Carol Ortiz,Beck; Roberts and Campbell,New Sherryberg,$901.74
Jennifer Navarro,Barrett-Maxwell,Juanmouth,$262.58
Aaron Young,Beltran Ltd,Ronaldberg,$949.40
Steve Reed,Jones; Mccall and Sanchez,Grahamview,$162.95
Brian Williams,Durham Group,New Michele,$314.95
Jennifer Duncan,Price; Harper and Moreno,Wendyfort,$6429.08
Matthew Thomas,Martin PLC,West Jasmine,$897.35
Kyle Barton,Ortiz PLC,South Anthonyland,$904.35
Peter Levy,Harris LLC,Hayesstad,$95.48
Misty Meyer,Graham-Berry,Port Charlestown,$894.48
Paul Bowers,Leblanc; Lamb and Moody,North Christopher,$425.29
Jose Ross,Bowman LLC,Port Danaburgh,$441.17
Nina Mendoza,Williams-Green,Port Shannonchester,$67131.36
Miss Mary Munoz,Baker; Williams and Moore,West Anthony,$2139.68
Jonathan Duarte,Reid-Brooks,Port Tamaraborough,$505.70
Brian Pennington,Lee; Thompson and Walker,Jonathanburgh,$134.32
Joseph Jackson,Sanchez Ltd,Obrientown,$763.80
James Chambers,Bates Ltd,Jessicastad,$776.37
Steven Henderson,Bradley LLC,Lake Erica,$491.83
Corey Lawrence,Patterson-Downs,Hortonside,$1566.96
Alexander Thornton,Woods LLC,Stephensonfurt,$1155.89
Marcus Anderson,Stark-Vazquez,Hollowayhaven,$1239.13
Cheryl Braun,Tucker-Lee,Stewartland,$598.90
Jerry Lin,Bennett Inc,East Lynn,$1823867.84
Nicole Martinez,Williams; Crawford and Price,South Elizabethshire,$2169.69
Andrea Sutton,Brady; Sutton and Romero,Michelleside,$1247.45
Amy Hughes,Allen; Gray and Fox,East Kristin,$127.72
Joseph Valdez,Miller-Jones,South Jessicaville,$1673.87
Andrew Rodriguez,Rodriguez LLC,Christopherfort,$187.15
Vicki Young,Banks LLC,Myersfurt,$930.44
Lisa Murphy,Velasquez; Johnson and Smith,Mathismouth,$9170.20
Joshua Perkins,Haas and Sons,South Patricia,$90.71
Robert Mccoy,Rodriguez Group,Lake Andrea,$7262262.15
Julie Ramirez,Ball; Owens and Wilson,Jessicashire,$818.02
Emily Thomas,Wilson; Richard and Carr,Johnmouth,$9075.25
Linda Jones,Hernandez-Walters,Lake Adamfort,$37.50
Eric Casey,Peck-Gonzalez,South Jamesfurt,$756.11
James Lang,Hartman; Mathis and Santiago,Dickersonberg,$1259.54
Nicole Good,Cain-Mccarty,Mooremouth,$4073.42
Michael Haney,Joyce-Perry,Sheliaton,$482.38
Charlotte Mcgee,Hernandez; Ferguson and Armstrong,Port Timothyburgh,$315.92
Robert Perry,Moreno Inc,North Philipfort,$413.55
Robert Cook,Drake and Sons,Rhodesville,$474.23
Alexandria Snyder,Nguyen-Lopez,West Shannontown,$898.25
Michael Chambers,Bradford-Flowers,Kimberlyside,$1245.19
Kimberly Ward DVM,Peters Group,Victoriaside,$1184.44
Brittany Ortiz DDS,Blair Inc,Wattstown,$642.11
Michael Wright,Dillon and Sons,East Erica,$1039.72
Michael Graham,Dixon-Dunn,Kimberlychester,$202.34
Jeffrey Garza,Morales and Sons,Makaylashire,$1238.65
Jordan Richards,Martin-Norman,East Hannahville,$977.97
Shari Butler,Gillespie LLC,North Jennifer,$390.80
Derek Acosta,Neal Inc,East Christopher,$723.18
Dawn Campbell,Chambers-Gutierrez,East Angelhaven,$1648.51
John Hoffman,Hall-Smith,Schroederview,$167.88
Dr. Erin Odom,Paul PLC,Conradland,$4070.90
Mitchell Snyder,Figueroa; Bennett and Bond,North Bradleyview,$86.27
Barbara Smith,Haynes; Smith and Jackson,Port Jesseberg,$1440658.90
Crystal Lowery,Johnson; Martinez and Fuller,Freyburgh,$508.61
Ms. Nicole Hensley,Tucker; Walker and Goodwin,Hamiltonberg,$177.70
Sherry Clark,Melendez-Malone,Williamstad,$453.78
Dustin Garcia,Johnson; Garcia and Wells,Elizabethhaven,$990.57
William Brown,Johnson LLC,Riddlestad,$368.25
John Anderson,Crawford-Davies,Robertville,$1025.73
Kathleen Clayton,Smith-Torres,Romeroshire,$1141.68
Jimmy Henderson,Hanna Inc,West Jamie,$691.57
Alan Gaines MD,Oliver; Brown and Vaughan,Haynesfort,$85.94
Samantha Allen,Carter-Brown,East Geraldfurt,$132.03
Gregory Riddle,Marsh Ltd,Blairborough,$958.43
Jeff Anderson,Robinson; Cohen and Vaughn,South Nathanieltown,$105.31
Noah Cruz,Montes and Sons,Richardland,$484.05
Andrew Rivas,Harris PLC,South Susan,$191.51
Matthew Dougherty,Williams and Sons,North Stephanieview,$1060.45
Elizabeth Mcneil,Ramos; Nelson and Perkins,Erinport,$1903.11
Casey Avery,Robinson; Smith and May,Calderonborough,$555.04
Casey Flores,Cross-Morales,Chadborough,$1039.68
Larry Ball,Martinez-Cruz,South Jamesland,$934.04
John Todd,Skinner Group,South Donna,$1720.56
Dr. Jessica Miller,Johnson; Scott and Martin,Courtneystad,$1314.23
Monica Barry,Stone and Sons,New Shirley,$511.71
Juan Miller,Thompson-Rose,South Matthewburgh,$4439.19
Kevin Castillo,May PLC,Brentport,$935.04
Mathew Mejia,Jones Ltd,Reneeland,$885.08
David Douglas,Rios-Clark,South Deniseton,$719.86
Miss Rebecca Taylor,Johnson PLC,New John,$557.29
Anthony Benson,Payne-Howard,Reeseville,$1327.65
Michelle Page,Lang-Daniels,New Nicole,$983.88
Brent Jones,Anderson Inc,Jonesland,$921.78
David Doyle,Mason and Sons,New Robertmouth,$934.67
Evan Armstrong,Black; Wiggins and Williams,Dustinhaven,$118.58
Paul Cole,Ramos Group,Port Sarahberg,$866.71
Mary Rich,Kelly-Miller,Mcmahonstad,$587.80
Marc Lara,Adams-Bender,Anitafort,$932.28
Crystal Trevino,Gonzales; Gonzales and Jones,Samanthafurt,$819.17
Caitlin Harris,Castaneda; Roberts and Morris,Murrayshire,$113.18
Michael Vaughn Jr.,Brooks; Skinner and Mccann,Carlyport,$57118.82
Amber Nichols,Brady-Knight,Johnsonburgh,$1073.40
Ronnie Green,Bennett Inc,Vegaton,$98003.53
Christopher Baker,Gutierrez-Hernandez,East Elizabeth,$89947.94
Joanne Johnson,Archer; Blair and Becker,North Gloria,$168.85
Kristen Russell,Thomas-Watkins,Gutierrezfort,$2702.91
Rhonda Weaver,Ryan PLC,South Mark,$197.41
Michael Duncan,Johnson; Gutierrez and Ross,West Williamton,$1659.47
Colleen Daugherty,Schwartz; Lewis and Wolf,West Joshua,$785.28
Kristen Bates,Andrews Group,South Paul,$543.39
Kelsey Gonzalez,Cordova LLC,Aguilarburgh,$1028.23
Edward Higgins,Johnson; Hall and Mitchell,Chaseside,$958658.60
Crystal Gallegos,Peters Ltd,West Alicia,$1504.20
Nicole Monroe,Sandoval; Anderson and Allen,Danielville,$1650.40
Brian Faulkner,Vazquez-Ramirez,Jamesport,$50.13
Crystal Cruz,Davis; Johnson and Knapp,Byrdborough,$243.50
David Reeves,Davis LLC,South Mariafurt,$262.48
Joseph Newman,Peterson and Sons,South Richardmouth,$673.44
Richard Johnson,Williams-Obrien,East Nicholas,$1437.08
Kevin Webb,Rivas; Nelson and Gonzalez,Port Kimberly,$4245557.73
Kelly Thomas,Duran; Rodriguez and Lambert,South Benjamin,$400.41
Shannon Winters,Carter LLC,Garnermouth,$420.09
Henry Warren,Sutton-Jones,Garyton,$913.95
William Simmons,Wallace PLC,South Jesseton,$313.10
Robert Harrington,Armstrong-Love,Parkerport,$188.45
Michael Galloway,Lee-Wolf,Christophertown,$1245.82
Aaron Armstrong,Fitzgerald; Hancock and Harris,Torresmouth,$5580.05
John Pacheco,Bond-Roberts,Amandamouth,$584.87
Tonya Johnson,Terry-Esparza,Nunezmouth,$451.21
Ann Murray,Cooper-Phillips,Knappside,$863.20
Michelle Hawkins,Shah; Morales and Garcia,Palmerview,$145.00
Dr. Robert Vega MD,Williamson-Erickson,Port Peter,$511.62
Karen Mckinney,Brooks-Brown,South Sandramouth,$282.62
Daniel Carpenter,Jenkins; Martin and Davenport,Hoffmanfurt,$546.78
Brian Bailey,Hernandez-Wright,Adamton,$1331.55
Richard Silva,Barber Group,North Elizabeth,$965.45
Yvette Anderson,Mosley-Pena,Jenkinsland,$358.26
Kim Bailey,James; Ford and Mcguire,Owensview,$1430.87
Christopher Kim,Taylor; Black and Gonzalez,Kristifort,$746.64
Johnathan Long,Yang Group,North Maryport,$17.60
Elizabeth Wolfe,Richard-Barnett,Weeksmouth,$19531.90
Jason Mathews,Hunter; Phillips and Flores,South Christopher,$592.11
Daniel Meza,Moore; Ramos and Rivas,New James,$1545.68
Kimberly Hensley,Pena-Todd,Olsonstad,$507.59
Jimmy Leonard,Mckay; Lane and Kelly,Colleenstad,$1317.05
Nicole Anderson,Campbell-Henderson,West Mike,$1139.55
Michele Graves,Smith-Snyder,Lake Christinebury,$855.22
Megan Johnson,Pace; Carey and Perkins,Port Shannonmouth,$626.09
Dylan Reed,Christian-Davis,North Kyleburgh,$559.85
Charles Lopez,Hayes-Hart,New Kelly,$186.01
Mrs. Stephanie Ortega,Bell and Sons,East Heather,$23230.35
Valerie Ross,Johnson-Taylor,West Victoriabury,$82822.94
Olivia Gentry,Best Ltd,Port Ashley,$304.55
Daniel Schwartz,Garrett PLC,Kennethtown,$931.25
Robert Robinson,Turner; Gutierrez and Salazar,North Christine,$880.79
Henry Harrison,Ramirez-Martin,Mcknighttown,$304.26
Keith Fernandez,Harris; Gardner and Foster,New Traceystad,$1248.27
Lynn Ellison,Zimmerman and Sons,Gomezton,$733.50
Ashley Jackson,Summers-Chan,North Stevenberg,$629.89
