name,company,city,transaction_total
Amanda Foster,Johnson; Scott and Miller,Levimouth,$84.50
Eric Summers,Graham; Clark and Garcia,Lake Nicholas,$2211.86
Rachel Harvey,Marshall; Schultz and Compton,Whiteland,$453.70
Bruce Carr,Merritt-Matthews,Navarroshire,$236.48
Jeffery Rodriguez,Clay-Reyes,Port Hollyborough,$80.87
Catherine Gray,White-Jones,Port Thomasborough,$411.40
Michael Tucker,Hayes; Randolph and Patterson,East Brian,$2065.20
Andrea Parker,Neal PLC,West Gary,$712.30
Eric Robinson,Villarreal-Morgan,New Mary,$1054.74
Meredith Maddox,Dean-Hall,Port Jenniferside,$1034.13
John Jordan,Johnson; Johnson and King,North Pamelafurt,$488.09
Dylan Henderson,Lopez; Joseph and Massey,North Ruben,$1809.91
Dr. Cory Jones,Jackson; Campbell and Howe,Port Jessicaburgh,$1794.49
Isaac Hansen,Coleman; Craig and Doyle,Johnstontown,$1612.86
Matthew Bennett,Estrada-Thompson,Lake Stephanieshire,$867.62
James Mckinney,Hoffman LLC,Jamesstad,$133.43
Lauren Lewis,Goodman Ltd,New Brianburgh,$745.66
Kathryn Mcconnell,Long-Gonzalez,Danielberg,$405.29
Stephanie Jones,Russell-Stout,Stephenfort,$423.71
Theresa Pollard,Wood; King and Mccarty,Stephenfurt,$785.89
Gary Wilson,Nelson; Banks and Trevino,Danielfort,$199.86
Catherine Howell,Garcia and Sons,Cookview,$725.71
Brittany Stanley,Ramos-Mullen,Mezaville,$1307.86
Benjamin Gentry,Ross Inc,South Briannamouth,$1526.70
Christina Parsons,Hernandez PLC,Lake Casey,$591.44
Ashley Miranda,Nguyen; Zimmerman and Bell,Port Christopherburgh,$30.76
Victor Davila,Ward; Williams and Taylor,East Crystal,$303.46
Christopher Brown,Maddox; Ballard and Hall,Hodgeshire,$3314.94
Sherry Schwartz,Williams; Ochoa and Brooks,Richardbury,$612.25
Stephanie Bailey,Larson; Williams and Freeman,Alexahaven,$879.05
Kenneth Hill,Olson-Myers,West Laura,$805.24
Kelly Stafford,Johnson-Howell,Port Sethport,$1469.69
Valerie Kelly,Gonzalez-Cunningham,Port Brian,$152.44
Lori Daniels,Brennan; Shaw and Shaw,West Julia,$1205.28
John Gardner,Buchanan Inc,Molinaview,$354.57
John Sullivan,Gilbert; Walker and Wagner,South Andre,$947.16
April Kemp,Brown Ltd,Powersfort,$384.03
Jimmy Long,Harrison-Perez,Foxfort,$1822.01
David Mejia,Jensen-Gonzalez,New Edwardmouth,$203.86
Anthony Vaughan,Stuart; Finley and Schroeder,Lake Mark,$937.14
Jocelyn Welch,Turner PLC,Tomborough,$123.41
Sean Anthony,Bishop-Vargas,Annmouth,$745.97
Wendy Alexander,Robertson; Phillips and Lucas,West Stephenfurt,$9265.92
Heather Stone,Lynch; Walker and Johnson,South Mitchellchester,$1058.81
Pamela Aguilar,Myers PLC,Dodsonbury,$594.96
David Thompson,Peterson Inc,Port Ralphchester,$284.95
Jesse Wood,Benson; Brooks and Rangel,North Tiffany,$819.96
Thomas Bennett,Thomas; Nixon and Anderson,Conniestad,$227.35
John Garcia,Huffman-Smith,Amberview,$37.11
Nichole Lowe,Brown; Robinson and Lawrence,Charlottefurt,$1971.78
John Singleton,Fuller-Hurst,North Davemouth,$711.94
Connie Simmons,Smith; Brown and Rose,Port Stacy,$967.16
Michael Valentine,Woods; Jones and Patton,Shawnstad,$399.48
Raymond Huang,Perkins LLC,Port Cynthia,$637.14
John Nelson,White-Gomez,West Louis,$78650.91
James Rodriguez,Kennedy LLC,Deanchester,$549.86
Juan Morgan,Hernandez; Park and Anderson,Josebury,$1092.87
Stephen Avery,Parker; James and Moore,Harveyland,$2402.61
Jacob Wright,Zhang-Torres,North Eileen,$843.29
Jean Robinson,Ross Ltd,New Kristenmouth,$7848701.90
Whitney Reyes,Harris Inc,Palmerfort,$2749.79
Kevin Schmidt,Martinez-Johnson,New Kayla,$492.97
Douglas Mosley,Raymond-Martin,Hicksbury,$1470.90
Lisa Wheeler,Smith; Doyle and York,Zamoramouth,$790.21
Rachel Mitchell,Scott-Ramsey,Port Craig,$902.80
Samantha Kelly,Ray; Savage and Lowe,Josephhaven,$1115.17
Michelle Johns,Johnson PLC,Lake Jesseshire,$1196.20
Jason Wilson,Williams; Brooks and Mckee,Jonathanfort,$970.08
Antonio Murphy,Curry-Wiggins,Laurashire,$4659804.42
Justin Gardner,Leonard; Mcdonald and Taylor,West Catherine,$308.55
Christopher Ellis,Hernandez; Avila and Cruz,New Robertfurt,$1481.38
Mr. Roy Clayton,Moore; Cortez and Andrews,Vegamouth,$3548.94
Robert Johnson,Wilcox; Ho and Carr,Whiteburgh,$3525.89
Sheila Allen,Cook; Gutierrez and Hinton,Ericport,$781.40
Danny Martin,Meadows-Allen,Gomezside,$607.19
Shannon James,Tyler-Lopez,Smithview,$129.41
Diane Santana,Hunter-Roy,Joneston,$266.85
Meredith Neal,Norris PLC,Danaville,$1616.96
Sarah Santos,Barrera; Garcia and Mcintosh,North Dennismouth,$759137.43
Michael Howard,Hines; White and Landry,Paynestad,$94.56
Anthony Fitzgerald,Palmer-Becker,Veronicashire,$993.39
Cynthia Heath,Butler-Brown,Burkeview,$716.86
Joe Morris,Kirby-Villanueva,Spencerstad,$904.61
Christian Rogers,Johnson; Thompson and Myers,Brianabury,$775.15
Christine Diaz,Graves; Johnson and Gaines,Vanessaberg,$595.57
Ryan Baker,Roy PLC,Jamieport,$1605.08
Claire Mccormick,Warren; Perry and Bowers,Allenchester,$1494.87
Samantha Johnson,Hickman Ltd,Millsmouth,$377.62
Gregory Jones,Montgomery; Winters and Walker,South Edwardmouth,$603.28
Jasmine Fuller,Jenkins; Jordan and Eaton,East Christopherborough,$453.16
John Fernandez,Kennedy Ltd,West Samuelville,$1207.11
Thomas Jennings,Vaughn; Kelly and Andrews,Lake Carl,$2286.22
Edward Armstrong,Campbell; Moore and Cook,Jacobmouth,$902.93
Melissa Ayala,Collins LLC,Eatonton,$1947.89
Samantha Johnson,Clarke Group,New Daisyland,$83.89
Joshua White,Stevenson and Sons,South Valerieport,$1228.86
Jennifer Brown,Cook Group,Brianton,$652.01
Preston Chen,Williams Inc,West Jeremyport,$952.43
Taylor Williams,Wheeler-Martin,Williamville,$534.45
Jesse Nichols,Brown Inc,Valeriehaven,$266.06
Claire Garrison,Fernandez PLC,Scottmouth,$1091.45
Tony Osborne,Taylor; Howard and Mcknight,East Steven,$134.67
Sarah Duncan,Beasley; Moore and Bryant,North Lindafort,$804.25
Marc King,Gomez Inc,Johnsonfort,$85.29
Megan Benson,Miller-Wiggins,North Nicole,$1208.17
John Patterson,Johnson-Smith,Lawsonton,$1846.16
Shannon Johnson,Bailey; Black and Beck,North Deanchester,$1361.96
Craig Villa,Logan; Rojas and Mejia,East Nicholeshire,$784.83
Eric Benton,Cannon; Caldwell and Adams,West Caitlinburgh,$819.45
Ms. Jennifer Garcia,Garcia Group,Whitebury,$878.99
Chad Ramirez,Reynolds-Davidson,Port Benjamin,$803.75
Bethany Roberts,Knight-Williamson,South Andrewberg,$330.13
Diana Le,Flowers; Jones and Johnson,North Tammytown,$353.08
Gina Beck,Murphy; Nunez and Hubbard,Saundershaven,$1091.29
Tina Anderson,Peterson-Rowland,North Corey,$495.78
Heather Camacho,Guerrero Ltd,East Krista,$741.30
Jennifer Roberts,Smith PLC,Lake Nicholasview,$370.97
Vanessa Garcia,Scott-Mccall,North Gabriellamouth,$1978.38
Cassidy Maldonado,Green-Nixon,Port Paul,$326.83
John Burke,Hansen Ltd,Williammouth,$956.48
Ruben Navarro,Wyatt-Colon,Lake Nicolefurt,$232.34
Kimberly White,Hinton-Ward,Aliciaburgh,$359.66
Thomas Jones,Nolan-Wade,Angieborough,$5.70
Mary Allen,Armstrong-Rollins,Port John,$1496.76
Christian Buck,Gillespie-Brown,West Davidshire,$944.07
Jill Avila,Rivers; Adams and Colon,South Jenniferberg,$1069.70
Stacy Snow,Walker PLC,Lake Brendaborough,$82810.87
Kristina Parker,Thompson; Price and Perry,South Melissa,$720.54
Jeremy Coleman,Gonzalez; Morrison and Smith,North Janet,$1039.70
Michael Lucas,Wright; Buck and Watts,Jamesstad,$725.00
Carrie Lin,Jones-Campbell,Franklinfort,$1304.07
Danielle Mathews,Dominguez-Kelly,Robinfort,$413.39
Stacy Jensen,Brooks-Young,West Amy,$1492.55
Bryan Miller,Lee and Sons,Port Michael,$810.84
Carrie Briggs,Johnson and Sons,Robertmouth,$175.90
John Mclaughlin,Alvarado; Thompson and Davis,South Marco,$541.51
Craig Bass,Cook Inc,South Sydney,$1125.81
Paige Thompson,Carter; Chavez and Rodriguez,South Gary,$1116.82
Christina Nunez,Black-Ward,South Sabrina,$415.01
Ashley Nguyen,Baker; Lee and Mcgee,New Keith,$953.70
Sarah Jimenez,Meadows LLC,Watsonfort,$1280.19
Keith Andrade,Owen-Nunez,Hernandezland,$805.01
Susan Schneider,Hall; Green and Romero,South Kristyport,$70.42
Nathaniel Cantrell,Edwards Ltd,Port Kimberly,$720.92
Andre Smith,Gray; Vaughn and Bowman,North Hayden,$4916.11
Jessica Gross,Olsen Ltd,Nicholsonborough,$37.26
Bruce Johnson,Garcia; Cross and Davis,Dawsonton,$974.95
Kenneth Cervantes,Le Group,West Michaelshire,$128.76
Scott Gray,Walker-Montgomery,Lake Laura,$1307.17
Heather Webb,Gibbs; Lloyd and Haley,New Donnamouth,$2240296.51
Lauren Austin,Hall; Kidd and Rush,South Earlville,$712.65
Larry Bailey,Jackson-Nunez,North Johnstad,$1155.09
Danielle Brown,Chavez-Jones,Julialand,$778.83
Kelly Moreno,Smith-Tran,South Ashleyburgh,$401.58
Micheal Deleon,Jenkins-Robinson,West Brendamouth,$151.58
Timothy Ryan,Johnson-Wright,Paulamouth,$2742.34
Diana Smith,Hill Inc,Aaronborough,$1821.39
Michelle Webster,Pearson-Richards,South Danielbury,$586.94
Rebecca Nicholson,Hall-Johnson,Wrighttown,$1421.23
Lawrence Hatfield,Harding; Hanna and Coffey,East Matthewmouth,$386.36
Christian Baker,Ingram-Kelley,Sandramouth,$1545.94
Joshua Maldonado,Randolph-Proctor,Alexandermouth,$266.41
Stephen Preston,Kirby-Hancock,Haroldview,$397.45
Samuel Nguyen,Hall; Williams and Mclean,Lake Jenniferstad,$321.41
Billy Russell,Rivera Ltd,Wagnerbury,$503.35
Christina Bell,Dunn LLC,North Brittanychester,$799.57
Megan Baird,Ramirez Group,Petersonhaven,$652.08
Julie Rogers,Reeves; Rubio and Humphrey,Barnesfurt,$505.28
Susan Barry,Greene; Garner and Turner,Fitzgeraldview,$86.93
Kaitlyn Miles,Gray; Maynard and Vaughn,North Jason,$904.04
Adam Hughes,Gonzalez-Thompson,West Ryanchester,$64391.21
Lisa Anderson,Jones; Munoz and Bailey,Erictown,$1041.69
Theresa Keller,Sandoval Ltd,Sandovalside,$8658.51
Megan Ballard,Rojas; Shah and Harris,Nguyenhaven,$537.33
Jonathan Conner,Salazar Ltd,North Willie,$1230.17
Reginald Singleton,Baxter; Bowen and Brown,Berrychester,$73.89
Emily Dawson,Chen-Smith,Faithmouth,$3895.21
Mrs. Lisa Brown,King Group,Kennedymouth,$81356.03
Jennifer Griffin,Thomas; Wallace and Jimenez,Lake Kelly,$284.96
Kathy Ramirez,Coleman LLC,Martinezside,$5670.24
Ryan Hall,Gregory and Sons,Jacksonchester,$1270.33
Zachary Rivera,Ramos; Robinson and Woodward,Lake Manuelland,$1994.84
Betty Bell,Bryan Ltd,Carpenterfort,$10.19
Carolyn Mitchell,Carter; Hawkins and Adams,North Sethside,$4.69
Dr. Darlene Long,Fuller Ltd,West Melissamouth,$5436.91
Nicholas Harris,Nelson-Wells,Martinezland,$564.95
Charles Goodwin,Petersen; Bass and Williams,Harrisonland,$142.65
Christine Kirby,Baker Ltd,East Jonathan,$486.81
Timothy Flores,Jones; Dixon and Munoz,Port Christina,$425.32
Jennifer Williams,Adams-Martin,Stephenstown,$1250.77
Rachel Ramsey,Thompson-Dawson,Sanchezmouth,$1165.03
Sarah Stewart,Carter-Odom,East Craig,$957.82
Steven Cooper,Smith PLC,Port Davidmouth,$685.11
Robert Collins,Ballard-Graves,North Ryan,$124.64
Jose Hill,Perkins; Carter and Cunningham,West Brandonstad,$2621.45
Shannon Smith,Hughes and Sons,Norrisbury,$492.97
Joel Smith,Bender; Daniels and Black,East Paul,$257.28
Tina Wise,Riddle; Wade and Thomas,New Anastad,$540.26
Veronica Espinoza,Herman; Nguyen and Rodriguez,Port Cameronchester,$1663.43
Tiffany Hall,Wolfe PLC,Lake Brett,$595.70
Amy Hill,Green; Payne and Stafford,Port Richard,$985.20
Melissa Shaw,Owens; Jenkins and Weaver,Phillipfort,$1234.36
Laura Summers,Dunn-Garcia,Port Jacqueline,$8577874.26
Yvonne Sandoval,Jordan-Padilla,Villarrealchester,$702.46
Janice Mendoza,Mckay-Bruce,North Nathanview,$773.75
Tara Davila,Turner-Manning,Thomasbury,$1380.62
Barbara Brown,Jacobson Ltd,East Christopherberg,$815.39
Tiffany Baker,Harris-Ruiz,Lisaburgh,$54057.11
Edward Baker,Jones PLC,Port Kenneth,$379.32
Lisa Robinson,Evans Inc,Port Timothy,$154.48
Samantha Deleon,Green; Calhoun and Austin,Leeside,$1512.93
Amy Cole,Gonzalez; Braun and Miller,Fergusontown,$1590.68
Timothy Welch,Osborn PLC,East Kellimouth,$1717.72
Rebecca Crawford,Diaz and Sons,West Michaelhaven,$7123.53
Jessica Lin,Jordan-Bailey,Hamiltonfort,$2841.22
Tara Turner,Foster; Arnold and Paul,West Hollyton,$927.92
David Green,Henry Group,Andersonland,$971.47
Daniel Miles,Garza; Morrison and Cain,New Samantha,$2816.89
Donna Miller,Church Ltd,Serranotown,$614.77
Sara Melendez,Williams Inc,New Lauren,$645.29
Christine Wright,Murray-Johnson,New Christine,$1232.22
Douglas Bell,Mclaughlin PLC,Lake Jeremymouth,$852.20
James Thompson,Hall; Myers and Kelley,West Benjaminton,$624.64
Angela Hill,Fernandez Ltd,Edwardsport,$63950.03
Amber Henderson,Robles; Johnson and Singleton,North Kelsey,$2975.11
Kelly Leonard MD,Nguyen Ltd,Jeremyview,$22.24
Martha Green,Mcguire Inc,East Amanda,$330.21
Christopher Garrison,Johnson Ltd,Taylorchester,$2616.26
Kimberly Mclean,Cooper; Ellis and Rose,East Kevinfort,$1877.13
Jacob Thomas,Douglas PLC,Codystad,$7749.26
Patricia Rodriguez,Clark and Sons,Jessicaborough,$370.95
Corey Tucker,Smith-Cross,Maryport,$54709.83
Darryl Wolf,Marshall; Melendez and Patterson,South Heatherberg,$783.07
Kimberly Flynn,Thompson; Meyer and Fox,Williamhaven,$627.86
George Holloway,Webb LLC,Lake Christineville,$2851.04
Michael Mejia,Barrera; Jenkins and Rhodes,Wilsonshire,$288.58
Nicholas Chambers,Blevins-Obrien,Michaelland,$527.98
Cristian Gomez,Collier LLC,Jeffreyburgh,$1425.99
Bruce Vega,Myers; Hall and Hart,East Ann,$1344.32
Julie Harris,Scott and Sons,New Sarah,$706.21
Teresa Collins,Hansen-Page,Marshallfort,$4855.65
Rachel Randolph,Rodgers-Anderson,Rileyberg,$1282908.20
Priscilla Cochran,Robinson-Campbell,West Cindyton,$253.14
Elizabeth Wright,Walsh Inc,North Jessicamouth,$198.72
Elizabeth Dixon,Ortiz-Bailey,North Williamstad,$575.88
Raymond Jones,Bruce LLC,Chadville,$1801.81
Bailey Carroll,Berger; Randolph and Rodriguez,North Nicole,$1383.44
Diana Morgan,Burton Group,East Stevenland,$448.50
Michelle Hughes,Jones-Garcia,Lake Susantown,$849.29
James Houston,Powers Ltd,South James,$737.01
Michael Williams,Hensley Inc,Port Alexisbury,$2856108.72
Ashley Ramirez,Hanna-Benitez,Dannyville,$15.30
James Taylor,Kerr PLC,Kellyport,$1762.60
Elizabeth King,Matthews-Campbell,South Sheri,$292.75
Jeffrey Taylor,Ross LLC,Chapmanside,$2065.43
Donald Smith,Freeman; Dominguez and Gordon,West Jonathan,$978.72
Amber Mann,Silva Ltd,Samanthabury,$410.56
Katelyn Crawford,Howard; Soto and Donaldson,Port Christinebury,$15.60
Jacob Bernard,Harvey; Brown and Smith,Davidstad,$349.62
Jonathan Martinez,Scott Group,New Austin,$460.76
Christy Gonzalez,Jones; Rodriguez and Wells,South Melissaton,$595.28
Clinton Salazar,Scott-Welch,Walkerview,$211.34
Heather Lee,Griffin-Boone,Lake Veronica,$1546144.00
Nancy Miller,Newton Inc,Carrollton,$1484.96
Robert Nelson,Austin; Nelson and Hall,Michaelhaven,$931.92
Justin Garcia,Miller-Grimes,West Angelamouth,$1464.15
Gabrielle Pineda,Meyer Group,Kennethside,$5605.13
Leslie Chung,Adkins; Morton and Stuart,Mullinsborough,$1379.81
Jacqueline Gonzales,Peterson-Williams,New Lorihaven,$193.69
Jason Wilson,Huang-Thompson,Lake Brittany,$754.87
Ann Bradshaw,Howell Inc,Mcmillanfurt,$210.58
Christine Fields,Robinson; Jimenez and Young,Port Pedrobury,$440.45
Jeffrey Chung,Walls; Anderson and Roberts,Shepherdville,$571.31
Anthony Martinez,Keith-Lyons,Mcgeehaven,$280.13
Noah Byrd,Bradley and Sons,Jeffbury,$244.89
Erica Smith,Robinson-Pitts,North Dylan,$1425.41
Andre Faulkner,Phillips; Price and Lewis,Lake Amberfort,$833.42
Amy Garcia,Jackson-Bowen,Port Darrylview,$137.70
Patricia Bowen,Lewis-Mclaughlin,Kristiburgh,$476.97
Christopher Hanson,Williams-Davis,Williamsburgh,$221.22
Olivia Riggs,House; Schmidt and Johnson,East Stevenfurt,$1017.96
Rachel Brown,Stevenson; Wilson and Anderson,Hollyburgh,$590443.46
Kimberly Wolf,Bennett Inc,New Maryton,$780.32
Timothy Quinn,Byrd Inc,Port Carol,$4676.34
Kelly Spencer,Price Group,Michaelbury,$194.02
John Whitaker,Anderson-Williams,New Christopher,$910.47
Anna Silva,Skinner-Medina,West Kaitlynstad,$650.79
Christina Brown MD,Wilson-Williams,Christophermouth,$778.48
Kyle Garza,Casey-Edwards,New Jamesberg,$4074.61
Sara Lindsey,Yates-Blanchard,West Taraport,$1483.35
Barbara Johnson,Banks; Martinez and Hunter,South Shelley,$522.68
Cynthia Carpenter,Cortez-Pennington,Grahamfort,$534.55
Charlene Wang,York-Stewart,Port Phillip,$545.66
Kimberly Parker,Garcia; Riley and Torres,South Jasonside,$575.46
Joseph Callahan,Buckley; Roth and Thomas,Dudleyville,$256.36
Michael Robinson,Smith; Mcneil and Fuentes,Valerieburgh,$7887.06
Jamie Moore,Hudson-Love,Robintown,$1304.11
Crystal Avila,Taylor-Adams,Briggsborough,$467.45
Mr. Nathan Rojas MD,Franklin-Reed,South Malik,$111.07
Cody Wright,Washington; Sandoval and Keller,Sharonside,$1391.03
Shirley Rodriguez,Sandoval; Lowe and Velasquez,East Diana,$976.63
Amanda Andrews,Gibson; Davenport and Rhodes,Thompsonstad,$208.05
Derek Combs,Gardner; Davis and Moore,North Erica,$336.93
Michael Klein,Houston Ltd,Rachelbury,$468.92
Willie King,Mcguire; Gonzalez and Brown,East Garyborough,$506.64
Aaron Harper,King-Rodriguez,Jordanfort,$1905.25
Eric Bowman,Arias; Medina and Brown,Riceview,$152.46
David Miller,Bryant-Jones,Lake Stephen,$465.98
Kayla Wiggins,Thomas; Andrews and Reilly,Saundersland,$1448.31
Ms. Marilyn Turner,Khan; Oliver and Wilson,Jasonmouth,$268.16
William Johnson,Brown PLC,Charlesport,$118.31
Diana Bolton,Jones LLC,West Joanville,$686.38
Christopher Taylor,Richardson-Hudson,Youngchester,$540.75
David Estes,Hanson; Owen and Henry,North Russelltown,$993.46
Tyler Richardson,Barton; Murray and Shannon,West Caleb,$2694.75
Kirk Reed,Smith; Nichols and Jackson,Yatesside,$22703.48
Tammy Perez,Fernandez and Sons,New Robertbury,$605.09
John Mcdonald,Smith-Kelly,Andersonville,$833.46
Keith Daniels,Stevens and Sons,Port Donald,$4888.03
Cynthia Pineda,Martinez; Collins and Underwood,West Victoriafurt,$751.45
Justin Wood,Smith and Sons,Onealchester,$7464537.23
Amanda Hardy,Sullivan; Hawkins and Hill,Port Thomasfurt,$1110.54
Kristi Harris,Gamble-White,North Staceyshire,$484.17
Natalie Bryant,Hunter; Wilson and Duncan,Michaelberg,$15.51
Luis Stone,Cohen-Nelson,Davisberg,$595.49
Monique Tran,Anderson and Sons,Port Garyfort,$444.52
Timothy Livingston,Ramos; Jordan and Howard,Port Julie,$90497.41
Jennifer Miller,Thomas-Cain,Josephton,$935.69
Robert Hopkins,Campos and Sons,Lisastad,$1844.75
Rachel Hernandez,Johnson; Swanson and Hudson,Reginafort,$2622.13
Nicholas Diaz,Cook PLC,Taylorberg,$569.18
Robert Henderson,Robinson-Holloway,Port Jennifer,$540.51
Andre Scott,Daniels PLC,Cervanteston,$185.09
Elizabeth Anderson,Alvarez; Jackson and Bryant,Port Catherineport,$673.79
Tracy Chavez,Barnes-Hawkins,Lake Christina,$503.55
Veronica Simpson,Hampton Inc,Lake Lindsey,$819.86
Joshua Griffin,Moore LLC,West Josephborough,$1160.40
Sarah Stevens,Figueroa-Cummings,Joshuatown,$202.76
Elizabeth Garcia,Herrera-Roberts,Port Kaitlin,$1286.52
Kyle Little,Sanchez; Norton and Johnson,Lake Julie,$747.56
Debra Banks,Olson LLC,Brandtberg,$877.27
Eric Thomas,Rubio-Campbell,Erinmouth,$450.80
Brian Diaz,Jacobs; Ward and Anderson,Reeseland,$633.92
Meghan Ortiz,Bowman; Duran and Chavez,New Scott,$38263.17
Michelle Tucker,Marshall-Mendoza,Mcmillantown,$671.15
David Gentry,Lewis-Stanley,Taylorfort,$6.04
Shelly Martinez,Cooke Ltd,Lake Jenny,$1166.23
Virginia Cox,Bartlett; Flores and Ryan,Kevinside,$938.91
Michael Salazar,Dunn-Rodriguez,New Kyleburgh,$739.26
David Gibson,Galloway and Sons,Howellview,$958.29
Eric Hahn,Walker-Bishop,Jamesside,$2124.27
Audrey Lyons,Armstrong; Mcdonald and Evans,East Emily,$346.31
Kayla Adkins,Barton; Vazquez and Hogan,Lake Edwardmouth,$964.92
Melanie Jackson,Myers; Simmons and Nelson,Port Noahshire,$207.85
William Reed DDS,Sharp-Simmons,Lake Brianside,$1842.43
David Rich,Johnson-Williams,New Kimberlyport,$6195.12
Nichole Lane,Romero-Porter,Gregoryberg,$70.54
Janet Gray,Walker Ltd,Danielland,$1124.15
Cynthia Reyes,Newton LLC,Meredithport,$362.70
Andrea Wilson,Foster-Sawyer,South Samanthaton,$111.91
Joan Miller,Beck-Thomas,West Chadside,$783.49
Tara Olson,Parsons; Rice and Richards,Lake Jessicaland,$113.69
Jesse Richards,Livingston; Terry and Mcguire,South Kendrafurt,$2034.26
Taylor Taylor,Chang; Trevino and Kelly,East Danaburgh,$825.23
Isabella Roberts MD,Howard-Callahan,North Dennis,$991.94
Ashley Powell,Hubbard LLC,New Kelly,$4986652.37
Laura Freeman,Morris; Matthews and Calhoun,New Ashleyfort,$1388.85
Duane Bryant,Olsen-Bullock,Lake Greg,$463.16
Sandra Terrell,Ryan-Newton,Petersonmouth,$248.89
David Armstrong,Johnson-Kennedy,Ashleyberg,$65873.75
Jesse Williams,Garcia; West and James,Berryborough,$423.49
Daniel Stuart,Allen and Sons,Maymouth,$116.78
John Haynes,Harris-Stuart,East Thomas,$31.92
Cassandra Hurley,Hall and Sons,New Daniel,$1605.56
Rebecca Kemp,Byrd-Sheppard,Garciabury,$538.48
Andrew Crawford,Garcia PLC,East Christophershire,$915.47
Vincent Tran,Cole-Perry,Lucastown,$14650.67
Thomas Smith,Dyer; Young and Montgomery,Glenbury,$996.01
John Gomez,Armstrong; Torres and Casey,Port Kyliestad,$35.33
Timothy Lowe,Lawrence; Adkins and Simmons,Allenport,$4790.14
Lori Patterson,Baker PLC,North Deborahburgh,$442.39
Phillip Davis,Roy; Nixon and Richardson,Jerryside,$1182.99
Angela Steele,Greer LLC,South Rachelstad,$1459.70
Jacob Camacho,Roberts; Chambers and Carr,North Jasminemouth,$305.81
Tyler Frost,Jenkins Group,New Jasonport,$2296.37
Drew Olsen,Tucker; Serrano and Strickland,Port Fernando,$36.31
Tommy Bowen,Silva; Moran and Holloway,Port Javiermouth,$1389.47
Stephanie Cox,Jackson-Flores,New Aprilberg,$752.63
Stephanie Hernandez,West; Green and Martinez,New Elizabethshire,$1027.83
Jeremy Galloway,Ramos-Nicholson,Rebeccahaven,$845.79
Thomas Mayer,Young and Sons,West Amberland,$457.68
